HSG*> up
Reader: Study Reader 1   Site: RD1
--------- Upload #5, 261 records ---------
DTY	ARR	TRF	DUR	TTY	TAG	SCD	NCD	EFA	TCH	ANT	EMP	TSS	SPV	NOI	CLS
S	2021-08-07 00:39:11.500	G	00:00:05.600	A	900_228000586498	RD1	57	0.7	HDX	A1	1180	454/705	1279.0	344	 B 
S	2021-08-07 00:44:44.300	G	00:00:03.500	A	900_228000586498	RD1	36	0.7	HDX	A1	3271	462/704	1279.0	365	 B 
S	2021-08-07 00:46:02.800	G	00:00:00.300	A	900_228000586498	RD1	4	0.7	HDX	A1	749	454/509	1278.0	355	 B 
S	2021-08-07 00:47:03.000	G	00:00:03.400	A	900_228000586498	RD1	35	0.7	HDX	A1	598	469/711	1279.5	357	 B 
S	2021-08-07 00:58:50.100	G	00:00:04.800	A	900_228000586498	RD1	49	0.7	HDX	A1	7036	485/689	1278.5	357	 B 
S	2021-08-07 01:05:17.300	G	00:00:01.200	A	900_228000586498	RD1	13	0.7	HDX	A1	3823	446/600	1279.5	374	 B 
S	2021-08-07 01:27:35.100	G	00:00:00.700	A	900_228000586498	RD1	8	0.7	HDX	A1	13365	600/657	1278.0	401	 B 
S	2021-08-07 01:27:37.300	G	00:00:01.500	A	900_228000586498	RD1	16	0.7	HDX	A1	14	522/691	1278.5	372	 B 
S	2021-08-07 01:38:42.100	G	00:00:01.100	A	900_228000586498	RD1	12	0.7	HDX	A1	6632	438/560	1278.5	350	 B 
S	2021-08-07 01:38:44.900	G	00:00:02.000	A	900_228000586498	RD1	21	0.7	HDX	A1	16	424/627	1279.0	400	 B 
S	2021-08-07 01:46:08.800	G	00:00:01.400	A	900_228000586498	RD1	15	0.7	HDX	A1	4418	453/718	1277.0	404	 B 
S	2021-08-07 01:46:11.800	G	00:00:01.700	A	900_228000586498	RD1	18	0.7	HDX	A1	15	521/720	1278.0	374	 B 
S	2021-08-07 09:58:57.500	G	00:00:01.800	A	900_226001617661	RD1	19	0.7	HDX	A1	65534	490/622	1306.0	431	 H 
S	2021-08-07 16:29:45.400	G	00:00:00.000	A	900_226001617386	RD1	1	0.7	HDX	A1	65534	529/529	1298.5	378	 H 
S	2021-08-07 23:21:29.100	G	00:00:03.900	A	900_230000262840	RD1	40	0.7	HDX	A1	65534	484/664	1266.0	373	 C 
E	2021-08-08 16:21:01.017	U	Time change: was 2021-08-08 16:21:01.000G
