"DTY"	"ARR"	"TRF"	"DUR"	"TTY"	"TAG"	"SCD"	"NCD"	"EFA"	"TCH"	"ANT"	"EMP"	"TSS"	"SPV"	"NOI"	"CLS"
"S"	2020-08-13 03:03:36	"G"	00:00:01.2	"A"	"900_228000586262"	"upstream"	13	0.8	"HDX"	"A1"	38	"449/686"	1278.5	423	" B "
"S"	2020-08-13 03:15:35	"G"	00:00:03.7	"A"	"900_228000586262"	"upstream"	38	0.7	"HDX"	"A1"	7180	"520/665"	1279	357	" B "
"S"	2020-08-13 03:15:41	"G"	00:00:00.0	"A"	"900_228000586262"	"upstream"	1	0.7	"HDX"	"A1"	18	"427/427"	1278.5	324	" B "
"S"	2020-08-13 03:46:19	"G"	00:00:00.7	"A"	"900_228000369675"	"upstream"	8	0.8	"HDX"	"A1"	18375	"677/882"	1277	456	" B "
"S"	2020-08-13 03:46:23	"G"	00:00:00.5	"A"	"900_228000369675"	"upstream"	6	0.8	"HDX"	"A1"	40	"597/610"	1277.5	396	" B "
"S"	2020-08-15 21:43:42	"G"	00:00:00.5	"A"	"900_228000586311"	"upstream"	6	0.9	"HDX"	"A1"	65534	"617/713"	1290.5	438	" B "
"S"	2020-08-15 21:43:46	"G"	00:00:00.6	"A"	"900_228000586311"	"upstream"	7	0.9	"HDX"	"A1"	35	"612/721"	1290.5	431	" B "
"S"	2020-08-15 23:20:40	"G"	00:00:02.6	"A"	"900_230000077653"	"upstream"	27	0.8	"HDX"	"A1"	58135	"559/670"	1286	422	" C "
"S"	2020-08-15 23:20:46	"G"	00:00:01.5	"A"	"900_230000077653"	"upstream"	16	0.9	"HDX"	"A1"	30	"557/686"	1286.5	439	" C "
"S"	2020-08-17 04:42:39	"G"	00:00:02.9	"A"	"900_228000369764"	"upstream"	30	0.9	"HDX"	"A1"	65534	"553/641"	1274	356	" B "
"S"	2020-08-17 04:42:44	"G"	00:00:00.0	"A"	"900_228000369764"	"upstream"	1	0.8	"HDX"	"A1"	25	"560/560"	1273.5	356	" B "
"S"	2020-08-17 04:42:48	"G"	00:00:00.9	"A"	"900_228000369764"	"upstream"	10	0.9	"HDX"	"A1"	35	"572/632"	1274	382	" B "
"S"	2020-08-17 21:31:44	"G"	00:00:00.8	"A"	"900_230000211931"	"upstream"	9	0.9	"HDX"	"A1"	65534	"612/695"	1291.5	416	" C "
"S"	2020-08-17 21:31:48	"G"	00:00:00.6	"A"	"900_230000211931"	"upstream"	7	0.8	"HDX"	"A1"	22	"616/640"	1291.5	405	" C "
"S"	2020-08-17 22:07:54	"G"	00:00:05.8	"A"	"900_230000076230"	"upstream"	59	0.8	"HDX"	"A1"	21661	"519/683"	1289.5	386	" C "
"S"	2020-08-17 22:08:10	"G"	00:00:01.9	"A"	"900_230000076230"	"upstream"	20	0.9	"HDX"	"A1"	94	"526/701"	1289.5	354	" C "
"S"	2020-08-17 23:56:53	"G"	00:00:01.6	"A"	"900_230000076983"	"upstream"	17	0.9	"HDX"	"A1"	65212	"591/692"	1284.5	409	" C "
"S"	2020-08-17 23:56:58	"G"	00:00:01.8	"A"	"900_230000076983"	"upstream"	19	0.9	"HDX"	"A1"	31	"552/684"	1286	361	" C "
"S"	2020-08-18 01:10:42	"G"	00:00:02.3	"A"	"900_230000127765"	"upstream"	24	0.8	"HDX"	"A1"	44220	"524/740"	1282	365	" C "
"S"	2020-08-18 01:10:48	"G"	00:00:01.3	"A"	"900_230000127765"	"upstream"	14	0.8	"HDX"	"A1"	36	"578/723"	1282.5	395	" C "
"S"	2020-08-21 00:09:31	"G"	00:00:01.4	"A"	"900_230000127264"	"upstream"	15	0.8	"HDX"	"A1"	65534	"587/709"	1267	407	" C "
"S"	2020-08-21 00:09:35	"G"	00:00:01.4	"A"	"900_230000127264"	"upstream"	15	0.9	"HDX"	"A1"	27	"549/720"	1265.5	383	" C "
"S"	2020-08-22 22:38:49	"G"	00:00:00.0	"A"	"900_230000127421"	"upstream"	1	0.7	"HDX"	"A1"	65534	"552/552"	1291	369	" C "
"S"	2020-08-26 03:29:31	"G"	00:00:01.5	"A"	"900_230000206786"	"upstream"	16	0.8	"HDX"	"A1"	65534	"529/668"	1276	379	" C "
"S"	2020-08-26 03:29:34	"G"	00:00:00.3	"A"	"900_230000206786"	"upstream"	4	0.7	"HDX"	"A1"	15	"624/648"	1277	416	" C "
"S"	2020-08-26 05:32:30	"G"	00:00:01.0	"A"	"900_230000206786"	"upstream"	11	0.7	"HDX"	"A1"	65534	"464/572"	1274	353	" C "
"S"	2020-08-26 05:32:33	"G"	00:00:03.0	"A"	"900_230000206786"	"upstream"	31	0.8	"HDX"	"A1"	18	"447/605"	1274	327	" C "
"S"	2020-08-26 05:41:25	"G"	00:00:01.2	"A"	"900_230000206786"	"upstream"	13	0.7	"HDX"	"A1"	4444	"597/706"	1273.5	416	" C "
"S"	2020-08-26 05:41:28	"G"	00:00:00.6	"A"	"900_230000206786"	"upstream"	7	0.7	"HDX"	"A1"	22	"644/701"	1274	419	" C "
"S"	2020-08-26 05:47:58	"G"	00:00:00.2	"A"	"900_230000206786"	"upstream"	3	0.8	"HDX"	"A1"	3895	"608/641"	1272.5	407	" C "
"S"	2020-08-26 06:03:56	"G"	00:00:00.2	"A"	"900_230000206786"	"upstream"	3	0.7	"HDX"	"A1"	9572	"700/717"	1273.5	442	" C "
"S"	2020-08-26 06:03:58	"G"	00:00:01.2	"A"	"900_230000206786"	"upstream"	13	0.7	"HDX"	"A1"	18	"494/688"	1274.5	352	" C "
"S"	2020-08-26 06:25:30	"G"	00:00:01.1	"A"	"900_230000206786"	"upstream"	12	0.7	"HDX"	"A1"	12908	"598/645"	1275.5	403	" C "
"S"	2020-08-26 08:22:06	"G"	00:00:01.3	"A"	"900_230000206786"	"upstream"	14	0.8	"HDX"	"A1"	65534	"593/725"	1305	400	" C "
"S"	2020-08-26 08:22:11	"G"	00:00:01.5	"A"	"900_230000206786"	"upstream"	16	0.8	"HDX"	"A1"	35	"576/701"	1304.5	387	" C "
"S"	2020-08-26 08:34:12	"G"	00:00:00.4	"A"	"900_230000206786"	"upstream"	5	0.7	"HDX"	"A1"	7200	"501/647"	1315.5	399	" C "
"S"	2020-08-26 11:24:53	"G"	00:00:01.5	"A"	"900_230000206786"	"upstream"	16	0.8	"HDX"	"A1"	65534	"506/889"	1397	249	" C "
"S"	2020-08-26 11:24:58	"G"	00:00:00.8	"A"	"900_230000206786"	"upstream"	9	0.8	"HDX"	"A1"	36	"525/681"	1395.5	418	" C "
"S"	2020-08-26 18:45:01	"G"	00:00:04.9	"A"	"900_226000584318"	"upstream"	50	0.9	"HDX"	"A1"	421	"574/725"	1336	447	" A "
"S"	2020-08-26 18:45:17	"G"	00:00:03.3	"A"	"900_226000584318"	"upstream"	34	0.9	"HDX"	"A1"	106	"539/716"	1333.5	452	" A "
"S"	2020-08-26 19:46:55	"G"	00:00:00.4	"A"	"900_226000584318"	"upstream"	5	0.9	"HDX"	"A1"	36947	"502/662"	1298.5	388	" A "
"S"	2020-08-26 19:47:15	"G"	00:00:05.1	"A"	"900_226000584318"	"upstream"	52	1	"HDX"	"A1"	202	"610/708"	1297	426	" A "
"S"	2020-08-26 19:47:37	"G"	00:00:00.1	"A"	"900_226000584318"	"upstream"	2	1	"HDX"	"A1"	161	"554/565"	1297	366	" A "
"S"	2020-08-26 19:47:39	"G"	00:00:04.6	"A"	"900_226000584318"	"upstream"	47	0.9	"HDX"	"A1"	16	"549/570"	1297.5	369	" A "
"S"	2020-08-26 19:47:53	"G"	00:00:00.7	"A"	"900_226000584318"	"upstream"	8	1	"HDX"	"A1"	96	"479/488"	1297.5	336	" A "
"S"	2020-08-26 19:48:12	"G"	00:00:00.9	"A"	"900_226000584318"	"upstream"	10	1	"HDX"	"A1"	187	"534/624"	1298	385	" A "
"S"	2020-08-26 19:48:29	"G"	00:00:00.7	"A"	"900_226000584318"	"upstream"	8	1.1	"HDX"	"A1"	156	"530/571"	1297	384	" A "
"S"	2020-08-26 19:48:45	"G"	00:00:00.0	"A"	"900_226000584318"	"upstream"	1	1	"HDX"	"A1"	151	"542/542"	1297	357	" A "
"S"	2020-08-26 19:49:04	"G"	00:00:00.8	"A"	"900_226000584318"	"upstream"	9	1	"HDX"	"A1"	186	"562/570"	1297.5	379	" A "
"S"	2020-08-26 19:49:23	"G"	00:00:01.9	"A"	"900_226000584318"	"upstream"	20	1	"HDX"	"A1"	182	"511/579"	1296.5	355	" A "
"S"	2020-08-26 19:49:47	"G"	00:00:00.8	"A"	"900_226000584318"	"upstream"	9	0.9	"HDX"	"A1"	225	"552/577"	1296.5	357	" A "
"S"	2020-08-26 19:49:51	"G"	00:00:00.7	"A"	"900_226000584318"	"upstream"	8	1	"HDX"	"A1"	25	"545/554"	1296.5	352	" A "
"S"	2020-08-26 19:50:24	"G"	00:00:00.4	"A"	"900_226000584318"	"upstream"	5	1.1	"HDX"	"A1"	329	"521/572"	1296	370	" A "
"S"	2020-08-26 19:50:27	"G"	00:00:00.0	"A"	"900_226000584318"	"upstream"	1	1.1	"HDX"	"A1"	19	"520/520"	1296	353	" A "
"S"	2020-08-26 19:50:52	"G"	00:00:01.8	"A"	"900_226000584318"	"upstream"	19	1	"HDX"	"A1"	248	"491/583"	1296	342	" A "
"S"	2020-08-26 19:50:56	"G"	00:00:00.7	"A"	"900_226000584318"	"upstream"	8	1	"HDX"	"A1"	27	"524/557"	1296.5	359	" A "
"S"	2020-08-26 19:51:13	"G"	00:00:01.8	"A"	"900_226000584318"	"upstream"	19	0.9	"HDX"	"A1"	163	"535/579"	1295.5	365	" A "
"S"	2020-08-26 19:51:26	"G"	00:00:00.0	"A"	"900_226000584318"	"upstream"	1	1	"HDX"	"A1"	106	"453/453"	1296.5	318	" A "
"S"	2020-08-26 19:51:57	"G"	00:00:00.6	"R"	"0000_0000000168273013"	"upstream"	7	1	"HDX"	"A1"	309	"588/588"	1296.5	382	" E "
"S"	2020-08-26 19:52:03	"G"	00:00:02.1	"R"	"0000_0000000168273013"	"upstream"	22	1	"HDX"	"A1"	59	"542/611"	1295.5	385	" E "
"S"	2020-08-26 19:52:07	"G"	00:00:00.6	"R"	"0000_0000000168273013"	"upstream"	7	1	"HDX"	"A1"	14	"529/558"	1296	365	" E "
"S"	2020-08-26 19:52:18	"G"	00:00:19.4	"R"	"0000_0000000168273013"	"upstream"	195	0.9	"HDX"	"A1"	101	"600/767"	1299	384	" E "
"S"	2020-08-26 19:52:48	"G"	00:00:03.7	"R"	"0000_0000000168273013"	"upstream"	38	1	"HDX"	"A1"	103	"587/687"	1296.5	388	" E "
"S"	2020-08-26 19:52:53	"G"	00:00:00.6	"R"	"0000_0000000168273013"	"upstream"	7	1	"HDX"	"A1"	14	"570/586"	1296.5	382	" E "
"S"	2020-08-26 19:53:02	"G"	00:00:02.1	"R"	"0000_0000000168273013"	"upstream"	22	1	"HDX"	"A1"	89	"577/607"	1297	387	" E "
"S"	2020-08-26 19:53:12	"G"	00:00:03.5	"R"	"0000_0000000168273013"	"upstream"	36	1	"HDX"	"A1"	77	"613/740"	1296	394	" E "
"S"	2020-08-26 19:53:17	"G"	00:00:05.5	"R"	"0000_0000000168273013"	"upstream"	56	1	"HDX"	"A1"	15	"478/618"	1296	341	" E "
"S"	2020-08-26 19:53:33	"G"	00:00:01.0	"R"	"0000_0000000168273013"	"upstream"	11	1	"HDX"	"A1"	96	"590/632"	1296.5	397	" E "
"S"	2020-08-26 19:53:36	"G"	00:00:03.2	"R"	"0000_0000000168273013"	"upstream"	33	1.1	"HDX"	"A1"	28	"523/602"	1296	344	" E "
"S"	2020-08-26 19:53:45	"G"	00:00:00.0	"R"	"0000_0000000168273013"	"upstream"	1	1	"HDX"	"A1"	48	"610/610"	1295.5	389	" E "
"S"	2020-08-26 19:53:47	"G"	00:00:00.0	"R"	"0000_0000000168273013"	"upstream"	1	1	"HDX"	"A1"	19	"567/567"	1295	381	" E "
"S"	2020-08-26 19:53:49	"G"	00:00:01.1	"R"	"0000_0000000168273013"	"upstream"	12	1	"HDX"	"A1"	20	"589/603"	1295.5	381	" E "
"S"	2020-08-26 19:53:57	"G"	00:00:01.1	"R"	"0000_0000000168273013"	"upstream"	12	1	"HDX"	"A1"	75	"554/625"	1295.5	363	" E "
"S"	2020-08-26 19:54:01	"G"	00:00:01.1	"R"	"0000_0000000168273013"	"upstream"	12	1	"HDX"	"A1"	21	"523/586"	1294.5	378	" E "
"S"	2020-08-26 19:54:08	"G"	00:00:00.0	"R"	"0000_0000000168273013"	"upstream"	1	1	"HDX"	"A1"	65	"500/500"	1296.5	334	" E "
"S"	2020-08-26 19:54:11	"G"	00:00:00.7	"R"	"0000_0000000168273013"	"upstream"	8	1	"HDX"	"A1"	23	"559/564"	1296.5	380	" E "
"S"	2020-08-26 19:54:18	"G"	00:00:00.0	"R"	"0000_0000000168273013"	"upstream"	1	1	"HDX"	"A1"	68	"583/583"	1296.5	365	" E "
"S"	2020-08-26 19:54:21	"G"	00:00:00.0	"R"	"0000_0000000168273013"	"upstream"	1	1	"HDX"	"A1"	23	"591/591"	1296.5	382	" E "
"S"	2020-08-26 19:54:22	"G"	00:00:01.8	"R"	"0000_0000000168273013"	"upstream"	19	0.9	"HDX"	"A1"	14	"547/586"	1295.5	366	" E "
"S"	2020-08-26 19:54:30	"G"	00:00:00.0	"R"	"0000_0000000168273013"	"upstream"	1	0.9	"HDX"	"A1"	60	"566/566"	1294.5	365	" E "
"S"	2020-08-26 19:54:33	"G"	00:00:00.6	"R"	"0000_0000000168273013"	"upstream"	7	1	"HDX"	"A1"	30	"559/576"	1295.5	370	" E "
"S"	2020-08-26 19:54:43	"G"	00:00:01.8	"R"	"0000_0000000168273013"	"upstream"	19	1	"HDX"	"A1"	91	"578/600"	1296	390	" E "
"S"	2020-08-26 19:54:54	"G"	00:00:01.3	"R"	"0000_0000000168273013"	"upstream"	14	1	"HDX"	"A1"	91	"501/548"	1295	352	" E "
"S"	2020-08-30 04:26:52	"G"	00:00:02.4	"A"	"900_228000349477"	"upstream"	25	1	"HDX"	"A1"	65534	"524/674"	1268	357	" B "
"S"	2020-09-02 23:30:39	"G"	00:00:01.4	"A"	"900_230000077455"	"upstream"	15	0.9	"HDX"	"A1"	65534	"603/649"	1284	399	" C "
"S"	2020-09-05 01:56:14	"G"	00:00:01.9	"A"	"900_230000209418"	"upstream"	20	1.1	"HDX"	"A1"	65534	"530/643"	1277	371	" C "
"S"	2020-09-05 01:56:19	"G"	00:00:00.0	"A"	"900_230000209418"	"upstream"	1	1.1	"HDX"	"A1"	28	"551/551"	1277.5	381	" C "
"S"	2020-09-06 04:25:54	"G"	00:00:05.7	"A"	"900_230000057605"	"upstream"	58	1	"HDX"	"A1"	65534	"511/687"	1268.5	366	" C "
"S"	2020-09-06 04:26:02	"G"	00:00:02.6	"A"	"900_230000057605"	"upstream"	27	0.9	"HDX"	"A1"	31	"537/687"	1269.5	372	" C "
"S"	2020-09-11 04:14:38	"G"	00:00:02.5	"A"	"900_230000079824"	"upstream"	26	1.1	"HDX"	"A1"	65534	"555/646"	1268	412	" C "
"S"	2020-09-11 04:14:44	"G"	00:00:01.5	"A"	"900_230000079824"	"upstream"	16	0.9	"HDX"	"A1"	31	"567/655"	1267.5	388	" C "
"S"	2020-09-11 05:10:18	"G"	00:00:01.7	"A"	"900_230000124018"	"upstream"	18	1	"HDX"	"A1"	33330	"536/661"	1266.5	413	" C "
"S"	2020-09-11 15:45:10	"G"	00:00:03.6	"A"	"900_226000584318"	"upstream"	37	1	"HDX"	"A1"	7612	"555/654"	1375	365	" A "
"S"	2020-09-11 15:45:25	"G"	00:00:01.4	"A"	"900_226000584318"	"upstream"	15	1	"HDX"	"A1"	115	"479/527"	1378	336	" A "
"S"	2020-09-11 15:45:40	"G"	00:00:00.5	"A"	"900_226000584318"	"upstream"	6	0.9	"HDX"	"A1"	129	"561/569"	1374.5	363	" A "
"S"	2020-09-11 15:45:53	"G"	00:00:00.2	"A"	"900_226000584318"	"upstream"	3	1	"HDX"	"A1"	123	"547/551"	1378	355	" A "
"S"	2020-09-11 15:46:08	"G"	00:00:00.0	"A"	"900_226000584318"	"upstream"	1	1	"HDX"	"A1"	149	"466/466"	1376.5	318	" A "
"S"	2020-09-11 15:46:10	"G"	00:00:00.0	"A"	"900_226000584318"	"upstream"	1	1.1	"HDX"	"A1"	25	"505/505"	1375.5	342	" A "
"S"	2020-09-11 15:46:27	"G"	00:00:00.4	"A"	"900_226000584318"	"upstream"	5	1	"HDX"	"A1"	170	"562/570"	1374.5	359	" A "
"S"	2020-09-11 15:46:41	"G"	00:00:04.4	"A"	"900_226000584318"	"upstream"	45	1	"HDX"	"A1"	131	"529/563"	1374	338	" A "
"S"	2020-09-11 15:47:03	"G"	00:00:00.6	"A"	"900_226000584318"	"upstream"	7	1	"HDX"	"A1"	171	"540/547"	1373	356	" A "
"S"	2020-09-11 15:47:05	"G"	00:00:00.5	"A"	"900_226000584318"	"upstream"	6	0.9	"HDX"	"A1"	21	"506/514"	1374.5	354	" A "
"S"	2020-09-11 15:47:19	"G"	00:00:01.1	"A"	"900_226000584318"	"upstream"	12	1	"HDX"	"A1"	132	"546/587"	1378	362	" A "
"S"	2020-09-11 15:47:53	"G"	00:00:02.0	"A"	"900_226000584318"	"upstream"	21	1	"HDX"	"A1"	157	"499/575"	1373.5	339	" A "
"S"	2020-09-11 15:48:15	"G"	00:00:01.7	"A"	"900_226000584318"	"upstream"	18	0.9	"HDX"	"A1"	201	"532/601"	1374.5	358	" A "
"S"	2020-09-11 15:48:32	"G"	00:00:03.1	"A"	"900_226000584318"	"upstream"	32	0.9	"HDX"	"A1"	147	"592/611"	1377	371	" A "
"S"	2020-09-11 15:49:28	"G"	00:00:03.7	"R"	"0000_0000000168273013"	"upstream"	38	0.9	"HDX"	"A1"	532	"537/573"	1374.5	354	" E "
"S"	2020-09-11 15:49:37	"G"	00:00:03.2	"R"	"0000_0000000168273013"	"upstream"	33	1	"HDX"	"A1"	44	"574/602"	1376	375	" E "
"S"	2020-09-11 15:49:44	"G"	00:00:00.7	"R"	"0000_0000000168273013"	"upstream"	8	1	"HDX"	"A1"	38	"477/500"	1376	320	" E "
"S"	2020-09-11 15:49:46	"G"	00:00:00.0	"R"	"0000_0000000168273013"	"upstream"	1	1	"HDX"	"A1"	14	"506/506"	1376	349	" E "
"S"	2020-09-11 15:49:54	"G"	00:00:01.6	"R"	"0000_0000000168273013"	"upstream"	17	1	"HDX"	"A1"	82	"521/563"	1378	362	" E "
"S"	2020-09-11 15:50:02	"G"	00:00:00.0	"R"	"0000_0000000168273013"	"upstream"	1	1	"HDX"	"A1"	65	"525/525"	1376.5	344	" E "
"S"	2020-09-11 15:50:08	"G"	00:00:01.3	"R"	"0000_0000000168273013"	"upstream"	14	1	"HDX"	"A1"	51	"497/530"	1376.5	348	" E "
"S"	2020-09-11 15:50:19	"G"	00:00:00.7	"R"	"0000_0000000168273013"	"upstream"	8	1	"HDX"	"A1"	99	"585/588"	1375.5	390	" E "
"S"	2020-09-11 15:50:31	"G"	00:00:05.8	"R"	"0000_0000000168273013"	"upstream"	59	1	"HDX"	"A1"	112	"500/629"	1375	337	" E "
"S"	2020-09-11 15:50:48	"G"	00:00:01.0	"R"	"0000_0000000168273013"	"upstream"	11	1	"HDX"	"A1"	108	"565/579"	1372	378	" E "
"S"	2020-09-11 15:50:50	"G"	00:00:00.0	"R"	"0000_0000000168273013"	"upstream"	1	1	"HDX"	"A1"	18	"565/565"	1371	360	" E "
"S"	2020-09-11 15:50:59	"G"	00:00:02.9	"R"	"0000_0000000168273013"	"upstream"	30	0.9	"HDX"	"A1"	86	"529/598"	1369.5	351	" E "
"S"	2020-09-11 15:51:10	"G"	00:00:01.1	"R"	"0000_0000000168273013"	"upstream"	12	0.9	"HDX"	"A1"	78	"548/580"	1367	360	" E "
"S"	2020-09-11 15:51:20	"G"	00:00:02.6	"R"	"0000_0000000168273013"	"upstream"	27	1	"HDX"	"A1"	89	"577/706"	1367	365	" E "
"S"	2020-09-11 15:52:09	"G"	00:00:00.6	"A"	"900_230000009506"	"upstream"	7	1	"HDX"	"A1"	461	"538/557"	1357.5	363	" C "
"S"	2020-09-11 15:52:11	"G"	00:00:00.9	"A"	"900_230000009506"	"upstream"	10	1	"HDX"	"A1"	18	"558/599"	1356.5	391	" C "
"S"	2020-09-11 15:52:16	"G"	00:00:00.0	"A"	"900_230000009506"	"upstream"	1	0.9	"HDX"	"A1"	36	"597/597"	1355.5	391	" C "
"S"	2020-09-11 15:52:18	"G"	00:00:00.8	"A"	"900_230000009506"	"upstream"	9	1	"HDX"	"A1"	20	"562/574"	1356	367	" C "
"S"	2020-09-11 15:52:21	"G"	00:00:00.0	"A"	"900_230000009506"	"upstream"	1	1	"HDX"	"A1"	17	"567/567"	1355	365	" C "
"S"	2020-09-11 15:52:25	"G"	00:00:03.3	"A"	"900_230000009506"	"upstream"	34	0.9	"HDX"	"A1"	39	"557/573"	1355.5	367	" C "
"S"	2020-09-11 15:52:33	"G"	00:00:06.1	"A"	"900_230000009506"	"upstream"	62	1	"HDX"	"A1"	47	"538/560"	1355	357	" C "
"S"	2020-09-11 15:52:41	"G"	00:00:00.1	"A"	"900_230000009506"	"upstream"	2	1	"HDX"	"A1"	18	"530/535"	1354	353	" C "
"S"	2020-09-11 15:52:46	"G"	00:00:00.1	"A"	"900_230000009506"	"upstream"	2	1	"HDX"	"A1"	48	"538/540"	1353	350	" C "
"S"	2020-09-11 15:52:48	"G"	00:00:00.1	"A"	"900_230000009506"	"upstream"	2	1	"HDX"	"A1"	16	"539/541"	1352	366	" C "
"S"	2020-09-11 15:52:53	"G"	00:00:00.0	"A"	"900_230000009506"	"upstream"	1	1	"HDX"	"A1"	49	"539/539"	1351.5	347	" C "
"S"	2020-09-11 15:52:59	"G"	00:00:00.0	"A"	"900_230000009506"	"upstream"	1	0.9	"HDX"	"A1"	62	"532/532"	1352	349	" C "
"S"	2020-09-11 15:53:09	"G"	00:00:00.1	"A"	"900_230000009506"	"upstream"	2	1	"HDX"	"A1"	95	"561/562"	1351.5	368	" C "
"S"	2020-09-11 15:53:16	"G"	00:00:00.0	"A"	"900_230000009506"	"upstream"	1	1	"HDX"	"A1"	69	"464/464"	1350.5	317	" C "
"S"	2020-09-11 15:53:21	"G"	00:00:01.7	"A"	"900_230000009506"	"upstream"	18	1	"HDX"	"A1"	53	"493/552"	1350	340	" C "
"S"	2020-09-11 15:53:26	"G"	00:00:01.0	"A"	"900_230000009506"	"upstream"	11	0.9	"HDX"	"A1"	31	"530/539"	1349.5	348	" C "
"S"	2020-09-11 15:53:36	"G"	00:00:00.9	"A"	"900_230000009506"	"upstream"	10	1	"HDX"	"A1"	94	"485/554"	1348.5	344	" C "
"S"	2020-09-11 15:53:42	"G"	00:00:00.0	"A"	"900_230000009506"	"upstream"	1	0.9	"HDX"	"A1"	46	"547/547"	1348.5	342	" C "
"S"	2020-09-11 15:53:44	"G"	00:00:00.0	"A"	"900_230000009506"	"upstream"	1	1	"HDX"	"A1"	14	"553/553"	1348.5	369	" C "
"S"	2020-09-11 15:53:51	"G"	00:00:02.1	"A"	"900_230000009506"	"upstream"	22	0.9	"HDX"	"A1"	72	"567/605"	1347.5	383	" C "
"S"	2020-09-11 21:27:43	"G"	00:00:00.4	"A"	"900_230000030533"	"upstream"	5	0.9	"HDX"	"A1"	65534	"611/621"	1283.5	408	" C "
"S"	2020-09-11 21:27:46	"G"	00:00:01.3	"A"	"900_230000030533"	"upstream"	14	0.9	"HDX"	"A1"	23	"478/612"	1283.5	350	" C "
"S"	2020-09-11 21:49:32	"G"	00:00:00.5	"A"	"900_230000084639"	"upstream"	6	0.8	"HDX"	"A1"	13043	"591/680"	1283.5	396	" C "
"S"	2020-09-11 21:49:35	"G"	00:00:01.7	"A"	"900_230000084639"	"upstream"	18	0.9	"HDX"	"A1"	26	"514/600"	1282	364	" C "
"S"	2020-09-13 04:48:42	"G"	00:00:01.5	"A"	"900_230000055260"	"upstream"	16	0.9	"HDX"	"A1"	65534	"589/669"	1264	438	" C "
"S"	2020-09-13 04:48:46	"G"	00:00:02.1	"A"	"900_230000055260"	"upstream"	22	0.8	"HDX"	"A1"	23	"542/691"	1265	389	" C "
"S"	2020-09-13 17:03:49	"G"	00:00:00.6	"A"	"900_230000080455"	"upstream"	7	0.7	"HDX"	"A1"	65534	"666/724"	1263.5	434	" C "
"S"	2020-09-13 17:03:53	"G"	00:00:01.7	"A"	"900_230000080455"	"upstream"	18	0.8	"HDX"	"A1"	28	"577/698"	1264	388	" C "
"S"	2020-09-14 03:09:38	"G"	00:00:00.7	"A"	"900_230000127264"	"upstream"	8	0.8	"HDX"	"A1"	65534	"604/671"	1254	418	" C "
"S"	2020-09-14 03:09:40	"G"	00:00:00.0	"A"	"900_230000127264"	"upstream"	1	0.7	"HDX"	"A1"	20	"607/607"	1256	386	" C "
"S"	2020-09-14 20:04:56	"G"	00:00:00.0	"A"	"900_230000211931"	"upstream"	1	0.9	"HDX"	"A1"	65534	"603/603"	1289	358	" C "
"S"	2020-09-14 21:27:39	"G"	00:00:00.6	"A"	"900_228000369675"	"upstream"	7	0.9	"HDX"	"A1"	49634	"591/599"	1282.5	387	" B "
"S"	2020-09-14 21:27:42	"G"	00:00:00.0	"A"	"900_228000369675"	"upstream"	1	0.9	"HDX"	"A1"	24	"594/594"	1284	394	" B "
"S"	2020-09-15 04:16:58	"G"	00:00:00.5	"A"	"900_230000031672"	"upstream"	6	0.8	"HDX"	"A1"	65534	"602/676"	1261	405	" C "
"S"	2020-09-15 05:47:28	"G"	00:00:01.3	"A"	"900_230000076052"	"upstream"	14	0.8	"HDX"	"A1"	54292	"552/635"	1255.5	369	" C "
"S"	2020-09-15 05:47:31	"G"	00:00:00.0	"A"	"900_230000076052"	"upstream"	1	0.9	"HDX"	"A1"	15	"615/615"	1257	394	" C "
"S"	2020-09-15 23:13:34	"G"	00:00:01.4	"A"	"900_228000369481"	"upstream"	15	0.9	"HDX"	"A1"	65534	"561/648"	1283.5	393	" B "
"S"	2020-09-15 23:13:38	"G"	00:00:01.6	"A"	"900_228000369481"	"upstream"	17	0.9	"HDX"	"A1"	23	"504/661"	1283.5	358	" B "
"S"	2020-09-16 01:58:16	"G"	00:00:00.7	"A"	"900_230000031276"	"upstream"	8	0.8	"HDX"	"A1"	65534	"601/658"	1277.5	424	" C "
"S"	2020-09-16 03:53:06	"G"	00:00:00.0	"A"	"900_230000032412"	"upstream"	1	0.9	"HDX"	"A1"	65534	"653/653"	1276	426	" C "
"S"	2020-09-16 05:09:08	"G"	00:00:01.4	"A"	"900_230000080382"	"upstream"	15	0.8	"HDX"	"A1"	45626	"548/697"	1274	441	" C "
"S"	2020-09-16 05:09:12	"G"	00:00:01.3	"A"	"900_230000080382"	"upstream"	14	0.9	"HDX"	"A1"	23	"483/677"	1273.5	353	" C "
"S"	2020-09-16 05:37:43	"G"	00:00:00.0	"A"	"900_230000057956"	"upstream"	1	0.9	"HDX"	"A1"	17090	"609/609"	1271.5	395	" C "
"S"	2020-09-16 22:09:46	"G"	00:00:00.5	"A"	"900_228000369764"	"upstream"	6	0.9	"HDX"	"A1"	65534	"605/616"	1284.5	386	" B "
"S"	2020-09-17 01:00:06	"G"	00:00:02.3	"A"	"900_230000084288"	"upstream"	24	0.9	"HDX"	"A1"	65534	"446/714"	1277.5	355	" C "
"S"	2020-09-17 22:27:22	"G"	00:00:01.3	"A"	"900_230000125144"	"upstream"	14	0.9	"HDX"	"A1"	65534	"468/614"	1284.5	393	" C "
"S"	2020-09-17 22:27:25	"G"	00:00:00.0	"A"	"900_230000125144"	"upstream"	1	0.9	"HDX"	"A1"	19	"569/569"	1283.5	386	" C "
