DTY	ARR	TRF	DUR	TTY	TAG	SCD	NCD	EFA
S	2019-05-16 22:40:59.800	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:41:02.800	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:41:05.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:08.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:11.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:14.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:17.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:20.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:23.700	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:41:26.700	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:41:29.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:32.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:35.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:38.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:41.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:44.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:47.600	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:41:50.600	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:41:53.600	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:41:56.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:41:59.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:02.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:05.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:08.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:11.500	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:42:14.500	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:42:17.300	G	00:00:00.000	P	0000_247618116254	BBB	1	0.7
S	2019-05-16 22:42:17.500	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:42:20.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:23.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:26.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:29.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:30.100	G	00:00:00.000	P	0000_247618116254	BBB	1	0.7
S	2019-05-16 22:42:32.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:35.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:38.400	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:42:41.400	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:42:44.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:47.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:50.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:53.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:56.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:42:59.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:02.300	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:43:03.000	G	00:00:00.000	P	0000_247618116254	BBB	1	0.7
S	2019-05-16 22:43:05.300	G	00:00:00.200	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:08.000	G	00:00:00.000	P	0000_247618116254	BBB	1	0.7
S	2019-05-16 22:43:08.300	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:43:11.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:14.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:17.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:20.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:23.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:26.200	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:43:29.200	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:43:32.200	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:43:35.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:38.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:41.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:44.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:47.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:50.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:43:53.100	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:43:56.100	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:43:59.100	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:44:02.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:05.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:08.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:11.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:14.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:15.100	G	00:00:00.000	P	0000_247618116254	BBB	1	0.7
S	2019-05-16 22:44:17.000	G	00:00:00.200	W	0000_000000005189	BBB	7	0.7
S	2019-05-16 22:44:20.000	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:44:23.000	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:44:26.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:29.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:32.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:35.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:38.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:41.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:43.900	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:44:46.900	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:44:49.900	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:52.900	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:55.900	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:44:58.900	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:01.900	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:04.900	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:07.800	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:45:10.800	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:45:13.800	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:45:16.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:19.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:22.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:25.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:28.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:31.800	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:34.700	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:45:37.700	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:45:38.200	G	00:00:00.000	P	0000_247618116254	BBB	1	0.7
S	2019-05-16 22:45:40.700	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:45:43.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:46.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:49.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:52.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:55.700	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:45:58.600	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:46:01.600	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:46:04.600	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:46:07.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:10.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:13.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:16.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:19.600	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:22.500	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:46:25.500	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:46:28.500	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:46:31.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:34.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:37.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:40.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:43.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:46.500	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:49.400	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:46:52.400	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:46:55.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:46:58.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:01.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:04.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:07.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:10.400	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:13.300	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:47:16.300	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:47:19.300	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:47:22.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:25.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:28.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:31.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:34.300	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:37.200	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:47:40.200	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:47:43.200	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:47:46.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:49.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:52.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:55.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:47:58.200	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:01.100	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:48:04.100	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:48:07.100	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:48:10.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:13.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:16.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:19.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:22.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:25.100	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:28.000	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:48:31.000	G	00:00:00.200	W	0000_000000005189	BBB	3	0.7
S	2019-05-16 22:48:34.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:37.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:39.000	G	00:00:00.000	P	0000_247618116254	BBB	1	0.7
S	2019-05-16 22:48:40.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:43.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:46.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
S	2019-05-16 22:48:49.000	G	00:00:00.100	W	0000_000000005189	BBB	2	0.7
