DTY	ARR	TRF	DUR	TTY	TAG	SCD	NCD	EFA
S	2019-05-17 13:40:04.100	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 13:42:15.400	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 13:43:03.300	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 13:46:02.500	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 13:49:01.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 13:49:14.200	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 13:52:00.900	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 13:55:00.100	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 13:56:13.100	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 13:57:59.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:00:58.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:03:12.000	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 14:03:57.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:06:56.900	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:09:56.100	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:10:10.900	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 14:12:55.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:15:54.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:17:09.700	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 14:18:53.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:21:52.900	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:24:08.500	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 14:24:52.100	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:27:51.300	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 14:30:50.600	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:31:07.300	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 14:33:49.800	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:36:49.000	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 14:38:06.100	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 14:39:48.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:42:47.600	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:45:04.900	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 14:45:46.800	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 14:48:46.100	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:51:45.400	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:52:03.500	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 14:54:44.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 14:57:43.900	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 14:59:02.100	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 15:00:43.200	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:03:42.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:06:00.600	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 15:06:41.800	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:09:41.100	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:12:40.400	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:12:59.200	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 15:15:39.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:18:39.000	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:19:57.900	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 15:21:38.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:24:37.600	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:26:56.700	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 15:27:36.800	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 15:30:36.100	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 15:33:35.400	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 15:33:55.400	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 15:36:34.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:39:34.000	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:40:54.100	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 15:42:33.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:45:32.500	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 15:47:52.700	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 15:48:31.800	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 15:51:31.100	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:54:30.400	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 15:54:51.500	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 15:57:29.600	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 16:00:28.900	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:01:50.200	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 16:03:28.200	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:06:27.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:08:48.900	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 16:09:26.700	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 16:12:26.000	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:15:25.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:15:47.600	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 16:18:24.500	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 16:21:23.800	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:22:46.300	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 16:24:23.100	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:27:22.400	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:29:44.900	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 16:30:21.600	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 16:33:20.900	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 16:36:20.200	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:36:43.600	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 16:39:19.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:42:18.800	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:43:42.200	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 16:45:18.000	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 16:48:17.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:50:40.900	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 16:51:16.600	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:54:15.900	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:57:15.200	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 16:57:39.600	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 17:00:14.400	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 17:03:13.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:04:38.300	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 17:06:13.000	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:09:12.200	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 17:11:37.100	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 17:12:11.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:15:10.800	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:18:10.100	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:18:35.800	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 17:21:09.300	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 17:24:08.600	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:25:34.500	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 17:27:07.900	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:30:07.200	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:32:33.200	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 17:33:06.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:36:05.700	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 17:39:05.000	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 17:39:31.900	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 17:42:04.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:45:03.600	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:46:30.500	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 17:48:02.900	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:51:02.100	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 17:53:29.200	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 17:54:01.400	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:57:00.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 17:59:59.900	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 18:00:28.000	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 18:02:59.200	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 18:05:58.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:07:26.700	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 18:08:57.800	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:11:57.000	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 18:14:25.400	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 18:14:56.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:17:55.600	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:20:54.900	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:21:24.100	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 18:23:54.100	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 18:26:53.400	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:28:22.800	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 18:29:52.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:32:51.900	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 18:35:21.500	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 18:35:51.200	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 18:38:50.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:41:49.800	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:42:20.100	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 18:44:49.000	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 18:47:48.300	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 18:49:18.700	G	00:00:00.200	W	0000_000000005972	BRA	3	0.7
S	2019-05-17 18:50:47.600	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:53:46.900	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:56:17.500	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 18:56:46.200	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 18:59:45.500	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 19:02:44.800	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 19:03:16.200	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 19:05:44.100	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 19:08:43.400	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 19:10:14.900	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 19:11:42.700	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 19:14:42.000	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 19:17:13.600	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
S	2019-05-17 19:17:41.300	G	00:00:00.100	W	0000_000000005189	BRA	2	0.7
S	2019-05-17 19:20:40.600	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 19:23:39.900	G	00:00:00.200	W	0000_000000005189	BRA	3	0.7
S	2019-05-17 19:24:12.300	G	00:00:00.100	W	0000_000000005972	BRA	2	0.7
