DTY	ARR	TRF	DUR	TTY	TAG	SCD	NCD	EFA
S	2019-10-31 10:48:56.200	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 10:49:56.100	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 10:50:56.300	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 10:51:56.300	G	00:00:00.500	W	0000_000000004978	TES	6	1.0
S	2019-10-31 10:52:56.300	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 10:53:56.500	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 10:54:57.100	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 10:55:56.300	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 10:56:56.600	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 10:57:56.500	G	00:00:00.500	W	0000_000000004978	TES	6	1.0
S	2019-10-31 10:58:56.400	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 10:59:56.400	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 11:00:56.400	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 11:01:56.400	G	00:00:00.300	W	0000_000000004978	TES	4	1.0
S	2019-10-31 11:02:57.200	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 11:03:56.600	G	00:00:00.500	W	0000_000000004978	TES	6	1.0
S	2019-10-31 11:04:56.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 11:05:56.800	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 11:06:56.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 11:07:56.500	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 11:08:56.600	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 11:09:56.600	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 11:10:56.800	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 11:11:56.900	G	00:00:00.500	W	0000_000000004978	TES	6	1.0
S	2019-10-31 11:12:57.100	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 11:13:56.600	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 11:14:56.700	G	00:00:00.300	W	0000_000000004978	TES	4	1.0
S	2019-10-31 11:15:56.700	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 11:16:57.500	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 11:17:56.900	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 11:18:57.400	G	00:00:00.100	W	0000_000000004978	TES	2	1.0
S	2019-10-31 11:19:57.500	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 11:20:57.300	G	00:00:00.200	W	0000_000000004978	TES	3	1.0
S	2019-10-31 11:21:57.400	G	00:00:00.300	W	0000_000000004978	TES	4	1.0
S	2019-10-31 11:22:56.900	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 11:23:56.900	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 11:24:57.700	G	00:00:00.100	W	0000_000000004978	TES	2	1.0
S	2019-10-31 11:25:57.000	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 11:26:57.300	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 11:27:57.300	G	00:00:00.500	W	0000_000000004978	TES	6	1.0
S	2019-10-31 11:28:57.100	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 11:29:57.100	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 11:30:57.100	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 11:32:57.700	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 11:33:57.300	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 11:35:57.500	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 11:36:57.400	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 11:37:57.600	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 11:38:57.600	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:07:02.100	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:09:02.000	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:13:02.400	G	00:00:00.000	W	0000_000000002489	TES	2	1.0
S	2019-10-31 13:16:02.200	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:17:02.000	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:19:01.900	G	00:00:00.200	W	0000_000000004978	TES	3	1.0
S	2019-10-31 13:20:02.300	G	00:00:00.200	W	0000_000000004978	TES	3	1.0
S	2019-10-31 13:21:01.900	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 13:23:02.600	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:26:02.200	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 13:28:02.500	G	00:00:00.100	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:29:01.900	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:32:02.500	G	00:00:00.100	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:33:02.200	G	00:00:00.200	W	0000_000000004978	TES	3	1.0
S	2019-10-31 13:37:02.100	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:38:02.300	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:39:02.300	G	00:00:00.100	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:43:01.800	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 13:54:02.000	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 15:05:37.800	G	00:00:00.000	W	0671_338237264481	TES	2	1.0
S	2019-10-31 15:39:59.400	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 15:40:59.400	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 15:41:59.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 15:43:59.600	G	00:00:00.100	W	0000_000000004978	TES	2	1.0
S	2019-10-31 15:44:59.300	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 15:45:59.300	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 15:46:59.500	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 15:47:59.500	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 15:48:59.500	G	00:00:00.500	W	0000_000000004978	TES	6	1.0
S	2019-10-31 15:49:59.300	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 15:50:59.200	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 15:51:59.200	G	00:00:00.200	W	0000_000000004978	TES	3	1.0
S	2019-10-31 15:52:59.200	G	00:00:00.500	W	0000_000000004978	TES	6	1.0
S	2019-10-31 15:53:59.100	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 15:54:59.100	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 15:55:59.100	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 15:56:59.000	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 15:57:59.000	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 15:58:59.800	G	00:00:00.000	W	0000_000000004978	TES	2	1.0
S	2019-10-31 15:59:59.000	G	00:00:00.300	W	0000_000000004978	TES	4	1.0
S	2019-10-31 16:00:58.900	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 16:01:58.900	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 16:02:58.900	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 16:03:58.800	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 16:04:58.800	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 16:05:58.700	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 16:06:58.700	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 16:07:58.600	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 16:08:58.700	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 16:09:58.600	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 16:10:58.500	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 16:11:58.600	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 16:12:58.800	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
E	2019-10-31 16:13:24.884	G	Reader stopped running					
E	2019-10-31 16:13:26.953	U	Reader started scanning					
E	2019-10-31 16:13:39.484	U	Reader stopped running					
E	2019-10-31 16:13:40.953	U	Reader started scanning					
E	2019-10-31 16:13:55.184	U	Reader stopped running					
E	2019-10-31 16:13:56.955	U	Reader started scanning					
S	2019-10-31 16:14:01.800	U	00:00:00.600	W	0000_000000004978	TES	7	1.2
E	2019-10-31 16:35:07.167	G	Time change: was 2019-10-31 16:14:11.000U					
S	2019-10-31 16:35:56.700	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 16:36:56.600	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 16:37:56.800	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 16:38:56.600	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 16:39:56.500	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 16:40:56.600	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 16:41:56.600	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 16:42:56.700	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 16:43:56.400	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 16:44:56.400	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 16:45:56.300	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 16:46:56.300	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 16:47:56.600	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 16:48:56.300	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 16:49:56.300	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 16:50:56.500	G	00:00:00.300	W	0000_000000004978	TES	4	1.1
S	2019-10-31 16:51:56.200	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 16:52:56.200	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 16:53:56.100	G	00:00:00.900	W	0000_000000004978	TES	10	1.0
S	2019-10-31 16:54:56.400	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 16:55:56.000	G	00:00:00.700	W	0000_000000004978	TES	8	1.0
S	2019-10-31 16:56:56.000	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 16:57:56.000	G	00:00:00.600	W	0000_000000004978	TES	7	1.0
S	2019-10-31 16:58:56.200	G	00:00:00.400	W	0000_000000004978	TES	5	1.0
S	2019-10-31 16:59:56.200	G	00:00:00.500	W	0000_000000004978	TES	6	1.0
S	2019-10-31 17:00:55.900	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:01:56.000	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:02:55.800	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:03:55.800	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:04:56.100	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 17:05:55.800	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:06:55.700	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:07:56.000	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 17:08:55.700	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:09:55.700	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:10:55.800	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 17:11:55.600	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 17:12:55.500	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:13:55.500	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:14:55.600	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 17:15:55.400	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:16:55.400	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:17:55.400	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:18:55.400	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 17:19:55.400	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:20:55.300	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 17:21:55.200	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:22:55.400	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 17:23:55.100	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:24:55.200	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 17:25:55.100	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 17:26:55.200	G	00:00:00.300	W	0000_000000004978	TES	4	1.1
S	2019-10-31 17:27:55.600	G	00:00:00.100	W	0000_000000004978	TES	2	1.1
S	2019-10-31 17:28:55.000	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 17:29:54.900	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:30:54.900	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:31:54.900	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:32:54.800	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:33:54.800	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:34:54.700	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 17:35:54.700	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:36:55.200	G	00:00:00.200	W	0000_000000004978	TES	3	1.1
S	2019-10-31 17:37:54.600	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:38:54.600	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:39:54.800	G	00:00:00.400	W	0000_000000004978	TES	5	1.1
S	2019-10-31 17:40:54.500	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:41:54.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:42:54.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:43:54.400	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:44:54.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:45:54.400	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:46:54.300	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:47:54.300	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:48:54.400	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 17:49:54.200	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:50:54.300	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:51:54.100	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:52:54.100	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 17:53:54.100	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:54:54.100	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:55:54.200	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:56:54.100	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 17:57:53.900	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 17:58:53.900	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 17:59:53.900	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:00:54.000	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:01:53.800	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:02:53.700	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:03:54.100	G	00:00:00.300	W	0000_000000004978	TES	4	1.1
S	2019-10-31 18:04:53.700	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:05:53.600	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:06:53.600	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:07:53.700	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:08:53.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.0
S	2019-10-31 18:09:53.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:10:53.400	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:11:53.400	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:12:53.400	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:13:53.300	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:14:53.300	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:15:53.300	G	00:00:00.300	W	0000_000000004978	TES	4	1.1
S	2019-10-31 18:16:53.200	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:17:53.200	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:18:53.200	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:19:53.100	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:20:53.200	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:21:53.100	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:22:53.100	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:23:53.200	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:24:53.600	G	00:00:00.200	W	0000_000000004978	TES	3	1.1
S	2019-10-31 18:25:53.100	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 18:26:53.000	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:27:52.900	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:28:52.800	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:29:52.900	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:30:52.800	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:31:52.700	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:32:52.900	G	00:00:00.300	W	0000_000000004978	TES	4	1.1
S	2019-10-31 18:33:52.800	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:34:53.000	G	00:00:00.300	W	0000_000000004978	TES	4	1.1
S	2019-10-31 18:35:52.600	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:36:52.500	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:37:52.600	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:38:52.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:39:52.400	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:40:52.400	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 18:41:52.500	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:42:52.700	G	00:00:00.100	W	0000_000000004978	TES	2	1.1
S	2019-10-31 18:43:52.400	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:44:52.200	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:45:52.200	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:46:52.300	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:47:52.100	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:48:52.100	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:49:52.100	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 18:50:52.700	G	00:00:00.000	W	0000_000000004978	TES	2	1.1
S	2019-10-31 18:51:52.100	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:52:52.000	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:53:52.000	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 18:54:52.200	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:55:52.100	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:56:52.000	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:57:52.100	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 18:58:52.100	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 18:59:52.300	G	00:00:00.000	W	0000_000000004978	TES	2	1.1
S	2019-10-31 19:00:52.100	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 19:01:51.900	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 19:02:51.800	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 19:03:52.300	G	00:00:00.200	W	0000_000000004978	TES	3	1.1
S	2019-10-31 19:04:52.000	G	00:00:00.200	W	0000_000000004978	TES	3	1.1
S	2019-10-31 19:05:51.800	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 19:07:51.700	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 19:08:51.900	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 19:09:51.800	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 19:10:51.800	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 19:11:51.700	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 19:12:51.700	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 19:13:51.700	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 19:14:51.800	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 19:15:52.000	G	00:00:00.100	W	0000_000000004978	TES	2	1.1
S	2019-10-31 19:16:51.800	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 19:17:51.700	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 19:18:52.400	G	00:00:00.100	W	0000_000000004978	TES	2	1.1
S	2019-10-31 19:19:51.700	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 19:20:51.800	G	00:00:00.200	W	0000_000000004978	TES	3	1.1
S	2019-10-31 19:21:51.700	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 19:22:51.800	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 19:23:51.500	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
S	2019-10-31 19:24:51.800	G	00:00:00.500	W	0000_000000004978	TES	6	1.1
S	2019-10-31 19:25:51.700	G	00:00:00.600	W	0000_000000004978	TES	7	1.1
S	2019-10-31 19:26:51.500	G	00:00:00.800	W	0000_000000004978	TES	9	1.1
S	2019-10-31 19:27:52.100	G	00:00:00.000	W	0000_000000004978	TES	2	1.1
S	2019-10-31 19:28:51.400	G	00:00:00.900	W	0000_000000004978	TES	10	1.1
S	2019-10-31 19:29:51.600	G	00:00:00.700	W	0000_000000004978	TES	8	1.1
